timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1712926654002,411,configuration_3,200,OK,configuration_3_users 3-1,text,true,,231,157,1,3,http://localhost:8080/?token=490561687&user=2080904185&config=3,411,0,1
1712926656993,364,configuration_3,200,OK,configuration_3_users 3-1,text,true,,231,157,1,3,http://localhost:8080/?token=490561687&user=2080904185&config=3,364,0,0
1712926659993,356,configuration_3,200,OK,configuration_3_users 3-1,text,true,,231,157,1,3,http://localhost:8080/?token=490561687&user=2080904185&config=3,356,0,0
1712926661495,522,configuration_3,200,OK,configuration_3_users 3-2,text,true,,231,157,2,6,http://localhost:8080/?token=490561687&user=2080904185&config=3,522,0,2
1712926662994,362,configuration_3,200,OK,configuration_3_users 3-1,text,true,,231,157,2,6,http://localhost:8080/?token=490561687&user=2080904185&config=3,362,0,0
1712926664495,359,configuration_3,200,OK,configuration_3_users 3-2,text,true,,231,157,2,6,http://localhost:8080/?token=490561687&user=2080904185&config=3,359,0,0
1712926665993,364,configuration_3,200,OK,configuration_3_users 3-1,text,true,,231,157,2,6,http://localhost:8080/?token=490561687&user=2080904185&config=3,364,0,0
1712926667496,365,configuration_3,200,OK,configuration_3_users 3-2,text,true,,231,157,2,6,http://localhost:8080/?token=490561687&user=2080904185&config=3,365,0,0
1712926668996,380,configuration_3,200,OK,configuration_3_users 3-1,text,true,,231,157,3,9,http://localhost:8080/?token=490561687&user=2080904185&config=3,380,0,0
1712926668995,433,configuration_3,200,OK,configuration_3_users 3-3,text,true,,231,157,3,9,http://localhost:8080/?token=490561687&user=2080904185&config=3,433,0,2
1712926670493,368,configuration_3,200,OK,configuration_3_users 3-2,text,true,,231,157,3,9,http://localhost:8080/?token=490561687&user=2080904185&config=3,368,0,0
1712926671995,379,configuration_3,200,OK,configuration_3_users 3-1,text,true,,231,157,3,9,http://localhost:8080/?token=490561687&user=2080904185&config=3,379,0,0
1712926671996,379,configuration_3,200,OK,configuration_3_users 3-3,text,true,,231,157,3,9,http://localhost:8080/?token=490561687&user=2080904185&config=3,379,0,0
1712926673495,386,configuration_3,200,OK,configuration_3_users 3-2,text,true,,231,157,3,9,http://localhost:8080/?token=490561687&user=2080904185&config=3,386,0,0
1712926674997,374,configuration_3,200,OK,configuration_3_users 3-3,text,true,,231,157,3,9,http://localhost:8080/?token=490561687&user=2080904185&config=3,374,0,0
1712926674995,376,configuration_3,200,OK,configuration_3_users 3-1,text,true,,231,157,3,9,http://localhost:8080/?token=490561687&user=2080904185&config=3,376,0,0
1712926676495,387,configuration_3,200,OK,configuration_3_users 3-2,text,true,,231,157,4,12,http://localhost:8080/?token=490561687&user=2080904185&config=3,387,0,0
1712926676494,439,configuration_3,200,OK,configuration_3_users 3-4,text,true,,231,157,4,12,http://localhost:8080/?token=490561687&user=2080904185&config=3,439,0,1
1712926677993,377,configuration_3,200,OK,configuration_3_users 3-1,text,true,,231,157,4,12,http://localhost:8080/?token=490561687&user=2080904185&config=3,377,0,0
1712926677997,378,configuration_3,200,OK,configuration_3_users 3-3,text,true,,231,157,4,12,http://localhost:8080/?token=490561687&user=2080904185&config=3,378,0,0
1712926679494,379,configuration_3,200,OK,configuration_3_users 3-4,text,true,,231,157,4,12,http://localhost:8080/?token=490561687&user=2080904185&config=3,379,0,0
1712926679496,383,configuration_3,200,OK,configuration_3_users 3-2,text,true,,231,157,4,12,http://localhost:8080/?token=490561687&user=2080904185&config=3,383,0,0
1712926680994,465,configuration_3,200,OK,configuration_3_users 3-1,text,true,,231,157,4,12,http://localhost:8080/?token=490561687&user=2080904185&config=3,465,0,0
1712926680996,463,configuration_3,200,OK,configuration_3_users 3-3,text,true,,231,157,4,12,http://localhost:8080/?token=490561687&user=2080904185&config=3,463,0,0
1712926682494,395,configuration_3,200,OK,configuration_3_users 3-2,text,true,,231,157,4,12,http://localhost:8080/?token=490561687&user=2080904185&config=3,395,0,0
1712926682495,397,configuration_3,200,OK,configuration_3_users 3-4,text,true,,231,157,4,12,http://localhost:8080/?token=490561687&user=2080904185&config=3,397,0,0
1712926683992,386,configuration_3,200,OK,configuration_3_users 3-1,text,true,,231,157,5,15,http://localhost:8080/?token=490561687&user=2080904185&config=3,386,0,0
1712926683996,384,configuration_3,200,OK,configuration_3_users 3-3,text,true,,231,157,5,15,http://localhost:8080/?token=490561687&user=2080904185&config=3,384,0,0
1712926683993,438,configuration_3,200,OK,configuration_3_users 3-5,text,true,,231,157,5,15,http://localhost:8080/?token=490561687&user=2080904185&config=3,438,0,1
1712926685494,384,configuration_3,200,OK,configuration_3_users 3-2,text,true,,231,157,5,15,http://localhost:8080/?token=490561687&user=2080904185&config=3,384,0,0
1712926685494,385,configuration_3,200,OK,configuration_3_users 3-4,text,true,,231,157,5,15,http://localhost:8080/?token=490561687&user=2080904185&config=3,385,0,0
1712926686992,385,configuration_3,200,OK,configuration_3_users 3-1,text,true,,231,157,5,15,http://localhost:8080/?token=490561687&user=2080904185&config=3,385,0,0
1712926686993,397,configuration_3,200,OK,configuration_3_users 3-5,text,true,,231,157,5,15,http://localhost:8080/?token=490561687&user=2080904185&config=3,397,0,0
1712926686997,394,configuration_3,200,OK,configuration_3_users 3-3,text,true,,231,157,5,15,http://localhost:8080/?token=490561687&user=2080904185&config=3,394,0,0
1712926688494,394,configuration_3,200,OK,configuration_3_users 3-4,text,true,,231,157,5,15,http://localhost:8080/?token=490561687&user=2080904185&config=3,394,0,0
1712926688494,395,configuration_3,200,OK,configuration_3_users 3-2,text,true,,231,157,5,15,http://localhost:8080/?token=490561687&user=2080904185&config=3,395,0,0
1712926689993,379,configuration_3,200,OK,configuration_3_users 3-1,text,true,,231,157,5,15,http://localhost:8080/?token=490561687&user=2080904185&config=3,379,0,0
1712926689996,385,configuration_3,200,OK,configuration_3_users 3-3,text,true,,231,157,5,15,http://localhost:8080/?token=490561687&user=2080904185&config=3,385,0,0
1712926689995,390,configuration_3,200,OK,configuration_3_users 3-5,text,true,,231,157,5,15,http://localhost:8080/?token=490561687&user=2080904185&config=3,390,0,0
1712926691495,405,configuration_3,200,OK,configuration_3_users 3-2,text,true,,231,157,6,18,http://localhost:8080/?token=490561687&user=2080904185&config=3,405,0,0
1712926691493,409,configuration_3,200,OK,configuration_3_users 3-4,text,true,,231,157,6,18,http://localhost:8080/?token=490561687&user=2080904185&config=3,409,0,0
1712926691494,461,configuration_3,200,OK,configuration_3_users 3-6,text,true,,231,157,6,18,http://localhost:8080/?token=490561687&user=2080904185&config=3,461,0,1
1712926692993,388,configuration_3,200,OK,configuration_3_users 3-1,text,true,,231,157,6,18,http://localhost:8080/?token=490561687&user=2080904185&config=3,388,0,0
1712926692997,393,configuration_3,200,OK,configuration_3_users 3-3,text,true,,231,157,6,18,http://localhost:8080/?token=490561687&user=2080904185&config=3,393,0,0
1712926692995,397,configuration_3,200,OK,configuration_3_users 3-5,text,true,,231,157,6,18,http://localhost:8080/?token=490561687&user=2080904185&config=3,397,0,0
1712926694494,383,configuration_3,200,OK,configuration_3_users 3-4,text,true,,231,157,6,18,http://localhost:8080/?token=490561687&user=2080904185&config=3,383,0,0
1712926694494,385,configuration_3,200,OK,configuration_3_users 3-6,text,true,,231,157,6,18,http://localhost:8080/?token=490561687&user=2080904185&config=3,385,0,0
1712926694494,396,configuration_3,200,OK,configuration_3_users 3-2,text,true,,231,157,6,18,http://localhost:8080/?token=490561687&user=2080904185&config=3,396,0,0
