timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1712931959517,617,configuration_3,200,OK,configuration_3_users 1-1,text,false,"The operation lasted too long: It took 617 milliseconds, but should not have lasted longer than 530 milliseconds.",231,157,6,6,http://localhost:8080/?token=490561687&user=2080904185&config=3,617,0,1
1712931959638,540,configuration_3,200,OK,configuration_3_users 1-2,text,false,"The operation lasted too long: It took 540 milliseconds, but should not have lasted longer than 530 milliseconds.",231,157,6,6,http://localhost:8080/?token=490561687&user=2080904185&config=3,540,0,0
1712931959763,424,configuration_3,200,OK,configuration_3_users 1-3,text,true,,231,157,6,6,http://localhost:8080/?token=490561687&user=2080904185&config=3,424,0,1
1712931959878,388,configuration_3,200,OK,configuration_3_users 1-4,text,true,,231,157,7,7,http://localhost:8080/?token=490561687&user=2080904185&config=3,388,0,1
1712931960004,395,configuration_3,200,OK,configuration_3_users 1-5,text,true,,231,157,8,8,http://localhost:8080/?token=490561687&user=2080904185&config=3,395,0,1
1712931960118,399,configuration_3,200,OK,configuration_3_users 1-6,text,true,,231,157,9,9,http://localhost:8080/?token=490561687&user=2080904185&config=3,399,0,1
1712931960244,408,configuration_3,200,OK,configuration_3_users 1-7,text,true,,231,157,10,10,http://localhost:8080/?token=490561687&user=2080904185&config=3,408,0,1
1712931960359,388,configuration_3,200,OK,configuration_3_users 1-8,text,true,,231,157,11,11,http://localhost:8080/?token=490561687&user=2080904185&config=3,388,0,1
1712931960479,395,configuration_3,200,OK,configuration_3_users 1-9,text,true,,231,157,12,12,http://localhost:8080/?token=490561687&user=2080904185&config=3,395,0,1
1712931960590,394,configuration_3,200,OK,configuration_3_users 1-10,text,true,,231,157,13,13,http://localhost:8080/?token=490561687&user=2080904185&config=3,394,0,1
1712931960710,401,configuration_3,200,OK,configuration_3_users 1-11,text,true,,231,157,14,14,http://localhost:8080/?token=490561687&user=2080904185&config=3,401,0,1
1712931960830,399,configuration_3,200,OK,configuration_3_users 1-12,text,true,,231,157,15,15,http://localhost:8080/?token=490561687&user=2080904185&config=3,399,0,1
1712931960951,390,configuration_3,200,OK,configuration_3_users 1-13,text,true,,231,157,16,16,http://localhost:8080/?token=490561687&user=2080904185&config=3,390,0,1
1712931961073,405,configuration_3,200,OK,configuration_3_users 1-14,text,true,,231,157,17,17,http://localhost:8080/?token=490561687&user=2080904185&config=3,405,0,0
1712931961191,393,configuration_3,200,OK,configuration_3_users 1-15,text,true,,231,157,18,18,http://localhost:8080/?token=490561687&user=2080904185&config=3,393,0,1
1712931961311,408,configuration_3,200,OK,configuration_3_users 1-16,text,true,,231,157,19,19,http://localhost:8080/?token=490561687&user=2080904185&config=3,408,0,1
1712931961431,410,configuration_3,200,OK,configuration_3_users 1-17,text,true,,231,157,20,20,http://localhost:8080/?token=490561687&user=2080904185&config=3,410,0,1
