timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1712931000521,400,configuration_3,200,OK,configuration_3_users 1-1,text,true,,231,157,1,1,http://localhost:8080/?token=490561687&user=2080904185&config=3,400,0,1
1712931001721,400,configuration_3,200,OK,configuration_3_users 1-2,text,true,,231,157,2,2,http://localhost:8080/?token=490561687&user=2080904185&config=3,400,0,1
1712931002921,384,configuration_3,200,OK,configuration_3_users 1-3,text,true,,231,157,3,3,http://localhost:8080/?token=490561687&user=2080904185&config=3,384,0,0
1712931003521,351,configuration_3,200,OK,configuration_3_users 1-1,text,true,,231,157,3,3,http://localhost:8080/?token=490561687&user=2080904185&config=3,351,0,0
1712931004120,396,configuration_3,200,OK,configuration_3_users 1-4,text,true,,231,157,4,4,http://localhost:8080/?token=490561687&user=2080904185&config=3,396,0,1
1712931004721,665,configuration_3,200,OK,configuration_3_users 1-2,text,false,"The operation lasted too long: It took 665 milliseconds, but should not have lasted longer than 530 milliseconds.",231,157,5,5,http://localhost:8080/?token=490561687&user=2080904185&config=3,665,0,0
1712931005320,387,configuration_3,200,OK,configuration_3_users 1-5,text,true,,231,157,5,5,http://localhost:8080/?token=490561687&user=2080904185&config=3,387,0,0
1712931005922,347,configuration_3,200,OK,configuration_3_users 1-3,text,true,,231,157,5,5,http://localhost:8080/?token=490561687&user=2080904185&config=3,347,0,0
1712931006520,345,configuration_3,200,OK,configuration_3_users 1-1,text,true,,231,157,6,6,http://localhost:8080/?token=490561687&user=2080904185&config=3,345,0,0
1712931006521,393,configuration_3,200,OK,configuration_3_users 1-6,text,true,,231,157,6,6,http://localhost:8080/?token=490561687&user=2080904185&config=3,393,0,1
1712931007121,354,configuration_3,200,OK,configuration_3_users 1-4,text,true,,231,157,6,6,http://localhost:8080/?token=490561687&user=2080904185&config=3,354,0,0
1712931007721,357,configuration_3,200,OK,configuration_3_users 1-2,text,true,,231,157,7,7,http://localhost:8080/?token=490561687&user=2080904185&config=3,357,0,0
